Date,Description,Category,Cost,Currency,Louise Billingham,Ben Selby
2022-11-27,Council tax,General,152.00,GBP,-76.00,76.00
2022-12-01,Electricity,Electricity,50.00,GBP,25.00,-25.00
2022-12-01,Water,Water,24.00,GBP,12.00,-12.00
2022-12-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2022-12-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2022-12-04,Internet,TV/Phone/Internet,25.00,GBP,-12.50,12.50
2022-12-05,Charlie present contribution,General,10.00,GBP,-10.00,10.00
2022-12-17,Trev present ,General,40.00,GBP,-40.00,40.00
2022-12-18,TV licence,TV/Phone/Internet,159.00,GBP,79.50,-79.50
2022-12-18,Flowers civil ceremony deposit,General,300.00,GBP,150.00,-150.00
2022-12-27,Council tax,General,152.00,GBP,-76.00,76.00
2023-01-01,Electricity,Electricity,50.00,GBP,25.00,-25.00
2023-01-01,Water,Water,24.00,GBP,12.00,-12.00
2023-01-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2023-01-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2023-01-02,Turin,General,100.00,GBP,-100.00,100.00
2023-01-02,Travel insurnace ,Transportation - Other,149.00,GBP,74.50,-74.50
2023-01-04,Internet,TV/Phone/Internet,25.00,GBP,-12.50,12.50
2023-01-07,Contents insurance,Insurance,51.00,GBP,-25.50,25.50
2023-01-07,Amsterdam,General,200.00,GBP,-200.00,200.00
2023-01-10,Photographer deposit,General,100.00,GBP,50.00,-50.00
2023-01-20,Plane seats,Plane,200.00,GBP,200.00,-200.00
2023-01-22,Service charge ,General,736.00,GBP,-736.00,736.00
2023-01-22,Louise B. paid Ben S.,Payment,922.70,GBP,922.70,-922.70
2023-01-27,Council tax,General,152.00,GBP,-76.00,76.00
2023-02-01,Electricity,Electricity,50.00,GBP,25.00,-25.00
2023-02-01,Water,Water,24.00,GBP,12.00,-12.00
2023-02-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2023-02-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2023-02-03,Greenwich park photo licence,General,120.00,GBP,60.00,-60.00
2023-02-04,Internet,TV/Phone/Internet,25.00,GBP,-12.50,12.50
2023-02-12,Drinks Bentleys ,Liquor,90.00,GBP,90.00,-90.00
2023-02-12,Times subscripton,General,6.50,GBP,3.25,-3.25
2023-02-27,Council tax,General,152.00,GBP,-76.00,76.00
2023-03-01,Electricity,Electricity,50.00,GBP,25.00,-25.00
2023-03-01,Water,Water,24.00,GBP,12.00,-12.00
2023-03-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2023-03-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2023-03-04,Internet,TV/Phone/Internet,25.00,GBP,-12.50,12.50
2023-03-12,Times subscripton,General,6.50,GBP,3.25,-3.25
2023-03-27,Council tax,General,152.00,GBP,-76.00,76.00
2023-04-01,Electricity,Electricity,50.00,GBP,25.00,-25.00
2023-04-01,Water,Water,24.00,GBP,12.00,-12.00
2023-04-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2023-04-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2023-04-02,Give notice civil ceremony,General,70.00,GBP,35.00,-35.00
2023-04-04,Internet,TV/Phone/Internet,25.00,GBP,-12.50,12.50
2023-04-12,Times subscripton,General,6.50,GBP,3.25,-3.25
2023-04-13,Car insurance excess,Insurance,400.00,GBP,200.00,-200.00
2023-04-16,Italy september hotels,Hotel,250.00,GBP,-250.00,250.00
2023-04-27,Council tax,General,152.00,GBP,-76.00,76.00
2023-05-01,Electricity,Electricity,50.00,GBP,25.00,-25.00
2023-05-01,Water,Water,24.00,GBP,12.00,-12.00
2023-05-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2023-05-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2023-05-04,Internet,TV/Phone/Internet,25.00,GBP,-12.50,12.50
2023-05-07,RHS memebership,General,78.00,GBP,39.00,-39.00
2023-05-08,Rangers house fee,General,1770.00,GBP,-885.00,885.00
2023-05-12,Times subscripton,General,6.50,GBP,3.25,-3.25
2023-05-27,Council tax,General,161.00,GBP,-80.50,80.50
2023-06-01,Electricity,Electricity,50.00,GBP,25.00,-25.00
2023-06-01,Water,Water,24.00,GBP,12.00,-12.00
2023-06-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2023-06-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2023-06-04,Internet,TV/Phone/Internet,29.00,GBP,-14.50,14.50
2023-06-05,Handmade food,General,1100.84,GBP,-550.42,550.42
2023-06-17,Flowers,General,2916.00,GBP,1458.00,-1458.00
2023-06-17,Photographer,General,350.00,GBP,175.00,-175.00
2023-06-18,Ben S. paid Louise B.,Payment,201.83,GBP,-201.83,201.83
2023-06-27,Council tax,General,161.00,GBP,-80.50,80.50
2023-07-01,Electricity,Electricity,50.00,GBP,25.00,-25.00
2023-07-01,Water,Water,24.00,GBP,12.00,-12.00
2023-07-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2023-07-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2023-07-04,Internet,TV/Phone/Internet,29.00,GBP,-14.50,14.50
2023-07-16,Service charge,General,830.00,GBP,-830.00,830.00
2023-07-27,Council tax,General,161.00,GBP,-80.50,80.50
2023-08-01,Electricity,Electricity,50.00,GBP,25.00,-25.00
2023-08-01,Water,Water,24.00,GBP,12.00,-12.00
2023-08-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2023-08-01,English heritage,General,120.00,GBP,-60.00,60.00
2023-08-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2023-08-04,Internet,TV/Phone/Internet,29.00,GBP,-14.50,14.50
2023-08-13,Car tax,Car,180.00,GBP,90.00,-90.00
2023-08-27,Council tax,General,161.00,GBP,-80.50,80.50
2023-08-31,Book,General,9.65,GBP,-9.65,9.65
2023-09-01,Electricity,Electricity,50.00,GBP,25.00,-25.00
2023-09-01,Water,Water,24.00,GBP,12.00,-12.00
2023-09-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2023-09-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2023-09-02,Fizz,General,45.00,GBP,45.00,-45.00
2023-09-03,Louise B. paid Ben S.,Payment,875.40,GBP,875.40,-875.40
2023-09-04,Internet,TV/Phone/Internet,29.00,GBP,-14.50,14.50
2023-09-21,MOT,General,54.00,GBP,27.00,-27.00
2023-09-21,Service charge car lark,Car,11.32,GBP,-3.85,3.85
2023-09-24,Car insurance ,Insurance,532.00,GBP,266.00,-266.00
2023-09-27,Council tax,General,161.00,GBP,-80.50,80.50
2023-10-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2023-10-01,Water,Water,24.00,GBP,12.00,-12.00
2023-10-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2023-10-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2023-10-04,Internet,TV/Phone/Internet,29.00,GBP,-14.50,14.50
2023-10-15,Ground rent,Rent,400.00,GBP,-120.00,120.00
2023-10-18,Holiday deposit,General,1514.00,GBP,-454.20,454.20
2023-10-27,Council tax,General,161.00,GBP,-80.50,80.50
2023-11-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2023-11-01,Water,Water,24.00,GBP,12.00,-12.00
2023-11-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2023-11-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2023-11-04,Internet,TV/Phone/Internet,32.00,GBP,-16.00,16.00
2023-11-12,Seat ba ,General,322.00,GBP,-322.00,322.00
2023-11-12,Switzerland trip,General,250.00,GBP,-250.00,250.00
2023-11-18,With energy decifit,Electricity,356.00,GBP,178.00,-178.00
2023-11-27,Council tax,General,161.00,GBP,-80.50,80.50
2023-11-30,Rose squeeze tickets,General,60.00,GBP,-30.00,30.00
2023-12-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2023-12-01,Water,Water,24.00,GBP,12.00,-12.00
2023-12-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2023-12-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2023-12-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2023-12-04,Internet,TV/Phone/Internet,32.00,GBP,-16.00,16.00
2023-12-09,India,General,1543.00,GBP,-1543.00,1543.00
2023-12-09,TV licence ,TV/Phone/Internet,159.00,GBP,79.50,-79.50
2023-12-09,Jojo & charlie xmas,General,100.00,GBP,50.00,-50.00
2023-12-27,Council tax,General,161.00,GBP,-80.50,80.50
2024-01-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2024-01-01,Water,Water,24.00,GBP,12.00,-12.00
2024-01-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2024-01-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2024-01-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2024-01-04,Internet,TV/Phone/Internet,32.00,GBP,-16.00,16.00
2024-01-04,Louise B. paid Ben S.,Payment,1000.00,GBP,1000.00,-1000.00
2024-01-27,Council tax,General,161.00,GBP,-80.50,80.50
2024-01-31,Hot water,Water,25.00,GBP,12.50,-12.50
2024-01-31,Louise B. paid Ben S.,Payment,1400.00,GBP,1400.00,-1400.00
2024-01-31,Ben S. paid Louise B.,Payment,96.45,GBP,-96.45,96.45
2024-02-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2024-02-01,Water,Water,24.00,GBP,12.00,-12.00
2024-02-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2024-02-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2024-02-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2024-02-04,Internet,TV/Phone/Internet,32.00,GBP,-16.00,16.00
2024-02-12,Car service ,Car,344.00,GBP,172.00,-172.00
2024-02-23,Seevice charge ,General,2256.00,GBP,1579.20,-1579.20
2024-02-23,Service charge car park ,Car,308.00,GBP,215.60,-215.60
2024-02-26,Ben S. paid Louise B.,Payment,2025.55,GBP,-2025.55,2025.55
2024-03-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2024-03-01,Water,Water,24.00,GBP,12.00,-12.00
2024-03-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2024-03-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2024-03-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2024-03-04,Internet,TV/Phone/Internet,32.00,GBP,-16.00,16.00
2024-03-18,Mantee art class,General,50.00,GBP,50.00,-50.00
2024-04-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2024-04-01,Water,Water,24.00,GBP,12.00,-12.00
2024-04-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2024-04-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2024-04-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2024-04-04,Internet,TV/Phone/Internet,32.00,GBP,-16.00,16.00
2024-04-14,Italy trip,General,700.00,GBP,-700.00,700.00
2024-04-27,Council tax,General,171.00,GBP,-85.50,85.50
2024-04-28,Louise B. paid Ben S.,Payment,618.00,GBP,618.00,-618.00
2024-05-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2024-05-01,Water,Water,24.00,GBP,12.00,-12.00
2024-05-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2024-05-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2024-05-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2024-05-04,Internet,TV/Phone/Internet,32.00,GBP,-16.00,16.00
2024-05-23,Sofa,General,978.00,GBP,-293.40,293.40
2024-05-25,Service charge,General,3038.00,GBP,-911.40,911.40
2024-05-27,Council tax,General,171.00,GBP,-85.50,85.50
2024-06-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2024-06-01,Water,Water,24.00,GBP,12.00,-12.00
2024-06-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2024-06-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2024-06-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2024-06-04,Internet,TV/Phone/Internet,32.00,GBP,-16.00,16.00
2024-06-17,Rhs ,General,105.00,GBP,52.50,-52.50
2024-06-27,Council tax,General,171.00,GBP,-85.50,85.50
2024-06-30,Switzerland ,General,582.00,GBP,291.00,-291.00
2024-07-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2024-07-01,Water,Water,24.00,GBP,12.00,-12.00
2024-07-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2024-07-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2024-07-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2024-07-04,Internet,TV/Phone/Internet,32.00,GBP,-16.00,16.00
2024-07-13,Picture frame,General,108.00,GBP,54.00,-54.00
2024-07-21,Return australia flights ,Plane,2000.00,GBP,-2000.00,2000.00
2024-07-27,Council tax,General,171.00,GBP,-85.50,85.50
2024-08-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2024-08-01,Water,Water,24.00,GBP,12.00,-12.00
2024-08-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2024-08-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2024-08-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2024-08-01,Louise B. paid Ben S.,Payment,1000.00,GBP,1000.00,-1000.00
2024-08-04,Internet,TV/Phone/Internet,32.00,GBP,-16.00,16.00
2024-08-14,Manatee art course,General,150.00,GBP,150.00,-150.00
2024-08-14,Car tax,Car,190.00,GBP,95.00,-95.00
2024-08-27,Council tax,General,171.00,GBP,-85.50,85.50
2024-09-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2024-09-01,Water,Water,24.00,GBP,12.00,-12.00
2024-09-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2024-09-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2024-09-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2024-09-03,Byron bay accommodation,General,366.00,GBP,183.00,-183.00
2024-09-04,Internet,TV/Phone/Internet,32.00,GBP,-16.00,16.00
2024-09-08,Service charge building insurance,Insurance,541.11,GBP,378.78,-378.78
2024-09-08,Car insurance,Insurance,441.00,GBP,220.50,-220.50
2024-09-20,Car MoT and Service ,Car,362.00,GBP,181.00,-181.00
2024-09-27,Council tax,General,171.00,GBP,-85.50,85.50
2024-10-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2024-10-01,Water,Water,24.00,GBP,12.00,-12.00
2024-10-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2024-10-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2024-10-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2024-10-04,Internet,TV/Phone/Internet,32.00,GBP,-16.00,16.00
2024-10-06,Car hire australia,Car,951.00,GBP,475.50,-475.50
2024-10-27,Council tax,General,171.00,GBP,-85.50,85.50
2024-11-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2024-11-01,Water,Water,24.00,GBP,12.00,-12.00
2024-11-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2024-11-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2024-11-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2024-11-03,Dinner with bridgey and jo,Dining out,50.00,GBP,-50.00,50.00
2024-11-03,Louise B. paid Ben S.,Payment,311.77,GBP,311.77,-311.77
2024-11-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2024-11-23,Ground rent ,Rent,400.00,GBP,280.00,-280.00
2024-11-25,Railcard,General,30.00,GBP,-15.00,15.00
2024-11-27,Council tax,General,171.00,GBP,-85.50,85.50
2024-12-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2024-12-01,Water,Water,24.00,GBP,12.00,-12.00
2024-12-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2024-12-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2024-12-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2024-12-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2024-12-08,Staff christmas donation,General,50.00,GBP,-15.00,15.00
2024-12-08,Jojo and charlie voucher,General,120.00,GBP,-36.00,36.00
2024-12-08,Service charge car park,Car,96.40,GBP,67.48,-67.48
2024-12-08,Service charge ,General,1277.58,GBP,-383.27,383.27
2024-12-08,Call midwife voucher,General,40.00,GBP,20.00,-20.00
2024-12-08,Louise B. paid Ben S.,Payment,125.54,GBP,125.54,-125.54
2024-12-15,Beers for tyson,Liquor,22.00,GBP,-6.60,6.60
2024-12-22,Denver flights ,Plane,5847.00,GBP,-1754.10,1754.10
2024-12-22,TV Licence ,TV/Phone/Internet,169.50,GBP,84.75,-84.75
2024-12-27,Council tax,General,171.00,GBP,-85.50,85.50
2025-01-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2025-01-01,Water,Water,24.00,GBP,12.00,-12.00
2025-01-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2025-01-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2025-01-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2025-01-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2025-01-26,Louise B. paid Ben S.,Payment,1703.20,GBP,1703.20,-1703.20
2025-01-26,Insurance,Insurance,471.00,GBP,-141.30,141.30
2025-01-27,Council tax,General,171.00,GBP,-85.50,85.50
2025-02-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2025-02-01,Water,Water,24.00,GBP,12.00,-12.00
2025-02-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2025-02-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2025-02-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2025-02-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2025-02-08,Washing machine ,Home - Other,539.00,GBP,-269.50,269.50
2025-03-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2025-03-01,Water,Water,24.00,GBP,12.00,-12.00
2025-03-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2025-03-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2025-03-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2025-03-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2025-03-16,Aus cyclone hotels,Hotel,300.00,GBP,-150.00,150.00
2025-03-16,Service charge,General,1381.16,GBP,-428.16,428.16
2025-03-16,Louise B. paid Ben S.,Payment,1047.46,GBP,1047.46,-1047.46
2025-04-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2025-04-01,Water,Water,24.00,GBP,12.00,-12.00
2025-04-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2025-04-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2025-04-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2025-04-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2025-04-27,Council tax,General,179.00,GBP,-89.50,89.50
2025-05-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2025-05-01,Water,Water,24.00,GBP,12.00,-12.00
2025-05-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2025-05-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2025-05-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2025-05-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2025-05-17,Us hotels ,Hotel,500.00,GBP,-500.00,500.00
2025-05-27,Council tax,General,179.00,GBP,-89.50,89.50
2025-06-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2025-06-01,Water,Water,24.00,GBP,12.00,-12.00
2025-06-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2025-06-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2025-06-01,Sandringham hotel and tickets,Hotel,270.00,GBP,-135.00,135.00
2025-06-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2025-06-02,Rhs membership,General,113.00,GBP,56.50,-56.50
2025-06-02,Framing,General,247.00,GBP,123.50,-123.50
2025-06-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2025-06-14,Car tyres,Car,134.40,GBP,-67.20,67.20
2025-06-14,New dining table,Furniture,520.00,GBP,260.00,-260.00
2025-06-14,New chairs,General,320.00,GBP,160.00,-160.00
2025-06-14,New pouffe,General,70.00,GBP,35.00,-35.00
2025-06-18,New cutlery,General,160.00,GBP,-80.00,80.00
2025-06-22,Service charge,General,442.00,GBP,-442.00,442.00
2025-06-27,Council tax,General,179.00,GBP,-89.50,89.50
2025-07-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2025-07-01,Water,Water,24.00,GBP,12.00,-12.00
2025-07-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2025-07-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2025-07-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2025-07-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2025-07-05,Louise B. paid Ben S.,Payment,482.70,GBP,482.70,-482.70
2025-07-19,Historic houses ,General,120.00,GBP,-60.00,60.00
2025-07-19,Kenya outbound flight taxes,Plane,500.00,GBP,-500.00,500.00
2025-07-19,Barbados contribution ,General,1000.00,GBP,-1000.00,1000.00
2025-07-27,Council tax,General,179.00,GBP,-89.50,89.50
2025-08-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2025-08-01,Water,Water,24.00,GBP,12.00,-12.00
2025-08-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2025-08-01,Hot Water,Water,50.00,GBP,25.00,-25.00
2025-08-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2025-08-02,Louise B. paid Ben S.,Payment,1574.75,GBP,1574.75,-1574.75
2025-08-02,Charlie present ,General,44.00,GBP,-22.00,22.00
2025-08-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2025-08-05,Historic houses ,General,118.00,GBP,-59.00,59.00
2025-08-16,Car tax,Car,195.00,GBP,97.50,-97.50
2025-08-27,Council tax,General,179.00,GBP,-89.50,89.50
2025-09-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2025-09-01,Water,Water,24.00,GBP,12.00,-12.00
2025-09-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2025-09-01,Hot Water,Water,31.00,GBP,15.50,-15.50
2025-09-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2025-09-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2025-09-08,Car insurance,Insurance,345.00,GBP,172.50,-172.50
2025-09-09,Service charge,General,1247.00,GBP,-411.51,411.51
2025-09-27,Council tax,General,179.00,GBP,-89.50,89.50
2025-09-28,France contribution,General,300.00,GBP,-300.00,300.00
2025-09-28,Barbados contribution hotels,Hotel,500.00,GBP,-500.00,500.00
2025-09-28,Kenya return flights,Plane,600.00,GBP,-600.00,600.00
2025-09-28,Kenya holiday deposit,General,2280.00,GBP,1140.00,-1140.00
2025-09-28,Louise B. paid Ben S.,Payment,629.26,GBP,629.26,-629.26
2025-10-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2025-10-01,Water,Water,24.00,GBP,12.00,-12.00
2025-10-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2025-10-01,Hot Water,Water,31.00,GBP,15.50,-15.50
2025-10-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2025-10-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2025-10-27,Council tax,General,179.00,GBP,-89.50,89.50
2025-11-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2025-11-01,Water,Water,24.00,GBP,12.00,-12.00
2025-11-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2025-11-01,Hot Water,Water,31.00,GBP,15.50,-15.50
2025-11-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2025-11-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2025-11-19,Chair cover deposit,General,369.00,GBP,184.50,-184.50
2025-11-27,Council tax,General,179.00,GBP,-89.50,89.50
2025-11-29,Manatee Switzerland ,General,300.00,GBP,-300.00,300.00
2025-12-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2025-12-01,Water,Water,24.00,GBP,12.00,-12.00
2025-12-01,Apple music and icloud,Groceries,17.50,GBP,-8.75,8.75
2025-12-01,Hot Water,Water,31.00,GBP,15.50,-15.50
2025-12-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2025-12-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2025-12-21,Christmas presents,General,100.00,GBP,-100.00,100.00
2025-12-21,Lunch with neil and winnie,Dining out,60.00,GBP,60.00,-60.00
2025-12-22,Service charge,General,1414.00,GBP,-472.28,472.28
2025-12-23,Settle all balances,General,660.53,GBP,660.53,-660.53
2025-12-27,Council tax,General,179.00,GBP,-89.50,89.50
2026-01-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2026-01-01,Water,Water,24.00,GBP,12.00,-12.00
2026-01-01,Apple music and icloud,Groceries,26.00,GBP,-13.00,13.00
2026-01-01,Hot Water,Water,31.00,GBP,15.50,-15.50
2026-01-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2026-01-04,Gap year hotel,Clothing,100.00,GBP,50.00,-50.00
2026-01-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2026-01-05,Chair cover,General,369.00,GBP,184.50,-184.50
2026-01-18,Switzerland extras,General,100.00,GBP,-100.00,100.00
2026-01-18,Lampshade ,General,79.00,GBP,39.50,-39.50
2026-01-27,Council tax,General,179.00,GBP,-89.50,89.50
2026-01-31,Losing bet,General,10.00,GBP,-10.00,10.00
2026-02-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2026-02-01,Water,Water,24.00,GBP,12.00,-12.00
2026-02-01,Apple music and icloud,Groceries,26.00,GBP,-13.00,13.00
2026-02-01,Hot Water,Water,31.00,GBP,15.50,-15.50
2026-02-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2026-02-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2026-02-27,Council tax,General,179.00,GBP,-89.50,89.50
2026-03-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2026-03-01,Water,Water,24.00,GBP,12.00,-12.00
2026-03-01,Apple music and icloud,Groceries,26.00,GBP,-13.00,13.00
2026-03-01,Hot Water,Water,31.00,GBP,15.50,-15.50
2026-03-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2026-03-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2026-03-08,Service chrge and ground rent,Rent,598.81,GBP,-598.81,598.81
2026-03-08,Wash box,General,80.00,GBP,40.00,-40.00
2026-03-08,Louise B. paid Ben S.,Payment,529.81,GBP,529.81,-529.81
2026-03-27,Council tax,General,179.00,GBP,-89.50,89.50
2026-03-29,Barbados!,General,2000.00,GBP,-2000.00,2000.00
2026-03-29,BMW car insurance,Insurance,200.00,GBP,100.00,-100.00
2026-03-29,Louise B. paid Ben S.,Payment,1989.50,GBP,1989.50,-1989.50
2026-04-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2026-04-01,Water,Water,24.00,GBP,12.00,-12.00
